assignmentName,className,type,time
Anthony Salazar,SOCWK378,Assignment,2024-02-11 23:00:00
Anthony Hoover,SOCWK378,Quiz,2024-05-22 01:00:00
Tammy Howard,SOCWK378,Assignment,2024-02-05 13:00:00
Nicholas Bryant,LEADR614,Assignment,2024-03-26 14:00:00
Dustin Butler MD,PRMGT262,Quiz,2024-02-25 08:00:00
Angela Burnett,PRMGT262,Quiz,2024-04-13 02:00:00
James Nelson,PRMGT262,Test,2024-04-21 08:00:00
Steven Blevins,INMGT806,Assignment,2024-02-12 00:00:00
Stephen Schmidt,INMGT806,Test,2024-03-02 09:00:00
David Sandoval,INMGT806,Quiz,2024-03-27 21:00:00
Sherry Crawford,TEACH611,Assignment,2024-03-06 15:00:00
Joseph Rhodes,TEACH611,Quiz,2024-04-28 23:00:00
Gloria Wagner,TEACH611,Assignment,2024-04-04 10:00:00
Kevin Henry,TOEDR243,Test,2024-03-04 01:00:00
Lori Garcia,INDIP466,Quiz,2024-05-15 03:00:00
Wesley Clark,LEGAL806,Assignment,2024-01-08 08:00:00
Ashlee Hull,LEGAL806,Test,2024-05-19 14:00:00
Jerry Wood,ENGEN397,Test,2024-01-09 17:00:00
Becky Kramer,ENGEN397,Quiz,2024-05-09 06:00:00
Mallory Andrews,ENGEN397,Test,2024-03-07 23:00:00
Timothy Newman,APHYS537,Test,2024-02-22 00:00:00
Jose Davidson,HPSCI611,Assignment,2024-01-20 22:00:00
Michael Garza,HPSCI611,Quiz,2024-05-26 05:00:00
Jessica Nelson,HPSCI611,Test,2024-04-30 02:00:00
Veronica Stuart,ENSLA707,Test,2024-02-01 05:00:00
David Zavala,ARTSW179,Test,2024-04-21 18:00:00
Nicolas Hubbard,ARTSW179,Assignment,2024-01-22 17:00:00
Mary Rollins,THEDR254,Test,2024-04-07 10:00:00
Robert Wise,SDCOA680,Quiz,2024-04-18 12:00:00
Jim Hammond,PUBRL669,Assignment,2024-03-26 10:00:00
Laura Brown,ENVSC820,Quiz,2024-03-18 13:00:00
Ashley Hebert,ENVSC820,Quiz,2024-03-17 02:00:00
Mark Gomez,ENVSC820,Test,2024-03-26 12:00:00
Carol Mejia,HRMGT208,Test,2024-03-31 19:00:00
Jeffrey Holmes,HRMGT208,Quiz,2024-05-18 14:00:00
Wyatt Schneider,PRMGT820,Quiz,2024-03-07 10:00:00
Kevin Kelly,TEEDU820,Quiz,2024-03-26 20:00:00
William Martin,PRMGT517,Test,2024-04-16 22:00:00
John Burns,PRMGT517,Test,2024-03-14 12:00:00
Sara Richmond,PRMGT517,Test,2024-05-27 16:00:00
Mary Meyer,CMYHE243,Test,2024-01-07 13:00:00
Steve Garcia,CMYHE243,Assignment,2024-05-08 04:00:00
Tammy Figueroa,CAAEN682,Quiz,2024-03-18 14:00:00
Maria Webb,CAAEN682,Quiz,2024-03-25 09:00:00
Mr. Daniel Guzman,CAAEN682,Test,2024-04-10 23:00:00
John Holloway,ENVSC925,Assignment,2024-05-08 14:00:00
Kimberly Mason,ENGCB254,Test,2024-04-02 02:00:00
Tamara Jackson,TEEDU669,Test,2024-03-03 03:00:00
Carlos Livingston,KOREA614,Assignment,2024-03-09 16:00:00
Ariel Moore,KOREA614,Assignment,2024-05-12 02:00:00
Steven Byrd,KOREA614,Quiz,2024-03-25 06:00:00
James Hall,POPST262,Assignment,2024-01-13 09:00:00
Chad Henry,POPST262,Assignment,2024-01-15 20:00:00
Kelly Bryan,COMMS614,Assignment,2024-04-30 00:00:00
Timothy Mora,COMMS614,Test,2024-02-15 21:00:00
Andrea Serrano,COMMS614,Quiz,2024-05-19 00:00:00
Cynthia Perez,MGSUS812,Test,2024-04-07 06:00:00
Paul Pruitt,MGSUS812,Assignment,2024-02-08 12:00:00
Dakota Thomas,MGSUS812,Test,2024-03-12 21:00:00
Susan Harper MD,EARTH682,Assignment,2024-05-15 00:00:00
Timothy Garcia,EARTH682,Assignment,2024-04-05 15:00:00
Susan Pena,BIOMD812,Assignment,2024-05-07 00:00:00
Jimmy Blake,BIOMD812,Assignment,2024-03-18 18:00:00
Sarah White,BIOMD812,Quiz,2024-02-09 17:00:00
Rebecca West,HLTSC537,Test,2024-02-18 15:00:00
Elizabeth Brown,HLTSC537,Test,2024-01-30 18:00:00
Mary Mccoy,MAORI198,Quiz,2024-04-14 03:00:00
Jamie French,ADLNG271,Quiz,2024-03-08 04:00:00
Ms. Sharon Waters DDS,ADLNG271,Test,2024-01-16 22:00:00
Cynthia Best,PHYSC397,Assignment,2024-02-15 02:00:00
John Pearson,PHYSC397,Test,2024-02-05 03:00:00
Alexander Pineda,PHYSC397,Quiz,2024-01-09 01:00:00
Stephanie Martinez,TEACH690,Assignment,2024-05-10 16:00:00
Alexander Greene,TEACH690,Assignment,2024-02-29 20:00:00
Susan Johns,THSTS198,Assignment,2024-02-20 14:00:00
Ariana Price,THSTS198,Test,2024-02-09 03:00:00
Courtney Flores,ENGCB707,Quiz,2024-05-02 18:00:00
Kimberly Wilson,ENGCB707,Test,2024-03-22 00:00:00
Kimberly Davis DDS,JAPAN198,Test,2024-01-09 12:00:00
Tara Moss,JAPAN198,Quiz,2024-03-15 23:00:00
Ronald Palmer,PHYSC208,Test,2024-04-01 15:00:00
Becky Medina,PHYSC208,Quiz,2024-04-08 21:00:00
Megan Henderson,KOREA682,Test,2024-04-19 23:00:00
Kenneth Brown,SCIED680,Test,2024-05-02 11:00:00
Jesus Miller,SCIED680,Test,2024-02-26 21:00:00
Barbara Pacheco,MAOED903,Assignment,2024-04-02 02:00:00
Ms. Sarah Gibson DDS,MAOED903,Quiz,2024-03-11 00:00:00
Haley Allen,CLIMT951,Assignment,2024-02-25 01:00:00
Tanner Torres,CLIMT951,Assignment,2024-02-16 18:00:00
Katelyn Ellis,AIMLX812,Quiz,2024-04-02 17:00:00
Timothy Orr DDS,AIMLX812,Quiz,2024-05-25 07:00:00
Zoe Richards,AIMLX812,Quiz,2024-03-23 07:00:00
Natasha Reyes,CRIMN690,Test,2024-01-15 13:00:00
Matthew King,CRIMN690,Quiz,2024-05-05 20:00:00
Ryan Gonzalez DDS,TEPRO179,Assignment,2024-02-15 23:00:00
Rebecca Liu,TEPRO179,Quiz,2024-05-04 09:00:00
Scott Moran,EDLED680,Assignment,2024-02-29 18:00:00
Amanda Turner,EDLED680,Assignment,2024-04-19 10:00:00
Sean Richardson,THMGT262,Test,2024-04-23 15:00:00
Kimberly Bennett,THMGT262,Quiz,2024-02-18 11:00:00
Jonathan Cain,ARTSW669,Quiz,2024-03-31 11:00:00
Ellen Poole,ARTSW669,Assignment,2024-04-28 14:00:00
William Young,DATAA690,Assignment,2024-04-04 00:00:00
Deborah Howard,DATAA690,Test,2024-01-13 03:00:00
Joseph Henderson,DATAA690,Quiz,2024-05-27 19:00:00
Steven Diaz,SCIEN243,Test,2024-05-24 23:00:00
Jane Morgan,JAPAN867,Assignment,2024-04-16 07:00:00
Matthew Patterson,JAPAN867,Quiz,2024-03-06 14:00:00
Caitlin Garcia,JAPAN867,Quiz,2024-04-23 04:00:00
Vincent Owens,LINGS680,Assignment,2024-01-21 14:00:00
Susan Jackson,LINGS680,Quiz,2024-04-24 04:00:00
Angela Jordan,LINGS680,Quiz,2024-02-29 10:00:00
Christina Casey,EVSOC517,Test,2024-05-02 23:00:00
Heather Mckinney,INTLC271,Quiz,2024-05-25 21:00:00
Marcus Wright,EDLED951,Assignment,2024-02-23 03:00:00
Benjamin Benitez,COMPX189,Quiz,2024-03-26 23:00:00
Isaiah Horton,COMPX189,Assignment,2024-01-19 02:00:00
Traci King,CLIMT752,Assignment,2024-01-23 01:00:00
Joshua Harris,AIMLX179,Quiz,2024-04-26 08:00:00
Jeremy Ramos,AIMLX179,Test,2024-05-17 19:00:00
John Olson,AIMLX179,Test,2024-01-18 12:00:00
Jeffrey Sellers,HTHAL903,Assignment,2024-01-31 00:00:00
Stephanie Livingston,HTHAL903,Test,2024-03-18 03:00:00
Sarah Wright,HISTY680,Assignment,2024-04-30 02:00:00
Hannah Reese,SCIEN179,Test,2024-04-25 23:00:00
Maureen Adams,SCIEN179,Quiz,2024-04-30 06:00:00
Susan Rowland,SCTED669,Assignment,2024-02-08 09:00:00
Gregory Hunter,SCTED669,Assignment,2024-01-29 16:00:00
Julie Mcdowell,WGSTS466,Assignment,2024-03-10 14:00:00
Renee Burton,WGSTS466,Test,2024-05-06 21:00:00
Charles Spears,WGSTS466,Test,2024-03-04 11:00:00
Kenneth Cooper,IRSST903,Quiz,2024-01-06 03:00:00
Teresa Davis,IRSST903,Assignment,2024-02-13 21:00:00
Brian Perez,HTHPR282,Assignment,2024-05-04 04:00:00
Christy Perez,HTHPR282,Test,2024-03-20 22:00:00
Trevor Delgado,EDLED812,Test,2024-02-18 17:00:00
James Shaw,EDLED812,Test,2024-02-26 08:00:00
Amy Huerta,CMYHE537,Quiz,2024-03-31 15:00:00
Kimberly Lowe,CMYHE537,Assignment,2024-01-12 21:00:00
Zachary Munoz,CMYHE537,Assignment,2024-01-14 18:00:00
Kari Howell,ENVSC812,Test,2024-04-01 06:00:00
David Hinton,POPST707,Assignment,2024-04-28 07:00:00
Rachel Gilmore,POPST707,Quiz,2024-04-25 14:00:00
Christopher Smith,THMGT690,Test,2024-02-03 02:00:00
Mary Espinoza,THMGT690,Assignment,2024-04-30 04:00:00
Anna Patterson,THMGT690,Test,2024-04-06 02:00:00
Christopher Johnson,CLIMT179,Assignment,2024-04-15 12:00:00
Keith Wilson,MEDIA189,Test,2024-03-12 14:00:00
Jennifer Terry,MEDIA189,Test,2024-01-06 11:00:00
Sara Jones,MEDIA189,Assignment,2024-02-11 09:00:00
April Willis,SPNSH466,Quiz,2024-05-10 07:00:00
Leslie Howard,THEDR611,Quiz,2024-03-07 21:00:00
Vanessa Ruiz,THEDR611,Assignment,2024-04-30 00:00:00
Melinda Moore,EXMBA951,Assignment,2024-01-30 11:00:00
Frederick Roberts,EXMBA951,Assignment,2024-05-18 21:00:00
Nancy Moore,EARTH903,Test,2024-01-14 21:00:00
Jose Giles,MAORI611,Quiz,2024-01-07 04:00:00
Donna Clark,MAORI611,Assignment,2024-02-15 01:00:00
Steve Carter,MAORI611,Quiz,2024-04-29 00:00:00
Ronald Long,DINST812,Test,2024-04-09 22:00:00
Anita Diaz,HTHAL682,Quiz,2024-02-16 20:00:00
Julie Arias,INTLC680,Assignment,2024-03-01 03:00:00
Alexis Dixon,INTLC680,Quiz,2024-04-17 16:00:00
Drew Morales,THMGT966,Assignment,2024-03-26 11:00:00
David Thompson,THMGT966,Test,2024-01-21 10:00:00
Denise Knight,TECED867,Assignment,2024-03-06 06:00:00
Helen Floyd,TECED867,Test,2024-02-26 11:00:00
Jacob Kelley,TECED867,Test,2024-05-10 13:00:00
Daniel Clark,THEDR690,Quiz,2024-05-21 09:00:00
Crystal Black,THEDR690,Quiz,2024-04-14 09:00:00
Rebecca Hughes,PHYSC378,Assignment,2024-02-11 20:00:00
Ebony Bonilla,PHYSC378,Assignment,2024-01-21 16:00:00
Brandi Reynolds,PHYSC378,Assignment,2024-03-14 01:00:00
Daniel Maldonado DDS,DANCE271,Quiz,2024-05-25 17:00:00
Rebecca Warner,DANCE271,Test,2024-03-17 16:00:00
Sarah Lee,STATS537,Test,2024-04-15 10:00:00
Sara Abbott,STATS537,Quiz,2024-05-03 06:00:00
Sabrina Miller,STATS537,Quiz,2024-03-11 20:00:00
Gregory Smith,TEPRO812,Quiz,2024-02-26 04:00:00
Melissa Kelley,TEPRO812,Test,2024-01-14 16:00:00
Crystal Mitchell,PHILO466,Assignment,2024-04-12 19:00:00
Stephen Horton,PHILO466,Assignment,2024-04-04 17:00:00
Mary Huff,ENGME806,Assignment,2024-04-07 15:00:00
Allison Crawford,ECONS707,Test,2024-03-21 15:00:00
Angela Murphy,ECONS707,Quiz,2024-02-24 19:00:00
Michelle Weaver,ENGME707,Assignment,2024-01-23 14:00:00
Cheryl Taylor,TEACH179,Assignment,2024-01-24 02:00:00
Christina Christensen,TEACH179,Assignment,2024-03-13 00:00:00
Thomas Blair,HMDEV867,Test,2024-02-21 09:00:00
Dawn Bernard,HMDEV867,Test,2024-03-02 04:00:00
Dustin Norman,HMDEV867,Assignment,2024-05-09 03:00:00
Andrea Johnson,EDART806,Test,2024-04-01 20:00:00
Beverly Robinson,TEACH951,Assignment,2024-02-21 10:00:00
Geoffrey Kim,TEACH951,Assignment,2024-01-31 23:00:00
David Garrett,EDART951,Test,2024-01-12 21:00:00
Kylie Wood,EDART951,Quiz,2024-03-30 14:00:00
Tammy Hoffman,LLTED208,Quiz,2024-02-06 19:00:00
Philip Burke,LLTED208,Quiz,2024-03-19 08:00:00
Kelsey Hunt,LLTED208,Quiz,2024-05-24 20:00:00
Dr. Michelle Garcia,THSTS820,Quiz,2024-05-10 22:00:00
Amy Navarro,FOUND378,Test,2024-03-23 00:00:00
Jennifer Harmon,CHINE397,Assignment,2024-04-01 04:00:00
Michael Cox,CHINE397,Quiz,2024-02-06 18:00:00
Jacob Garza,CHINE397,Quiz,2024-04-04 15:00:00
Nathan Yoder,MGSUS189,Quiz,2024-01-21 07:00:00
Joseph King,CRSCI669,Quiz,2024-02-09 08:00:00
Kenneth Rangel,CRSCI669,Quiz,2024-04-10 16:00:00
Rachel Pearson,CRSCI669,Quiz,2024-02-07 08:00:00
Benjamin Olsen,LINGS951,Quiz,2024-05-26 08:00:00
Nicholas Andrews,LINGS951,Quiz,2024-01-28 06:00:00
Robin Watson,INMGT812,Test,2024-04-21 03:00:00
Bonnie Torres,INMGT812,Test,2024-02-17 16:00:00
Colleen Clark,COUNS466,Quiz,2024-01-30 07:00:00
Anthony Rodriguez,MATHS189,Test,2024-05-14 21:00:00
Tracey Yates,ARTSC690,Test,2024-04-15 21:00:00
Sean Melendez,ARTSC690,Assignment,2024-01-13 11:00:00
Christopher Smith,ARTSC690,Test,2024-04-20 08:00:00
Theresa Rodriguez,LCOMM951,Assignment,2024-04-24 23:00:00
Patrick Perry,LCOMM951,Quiz,2024-03-03 17:00:00
Dustin Thompson,ECONS262,Quiz,2024-04-16 22:00:00
James Ferguson,ECONS262,Assignment,2024-03-24 03:00:00
Frank Porter,HDEVP682,Assignment,2024-01-05 12:00:00
Wendy Leblanc,THMGT903,Assignment,2024-01-21 14:00:00
Kyle Hickman,THMGT903,Assignment,2024-05-14 16:00:00
Pamela Thompson,ECONS397,Test,2024-05-23 15:00:00
Michael Freeman,ECONS397,Assignment,2024-01-21 11:00:00
Richard King,HPSCI812,Quiz,2024-04-29 18:00:00
Pamela Jenkins,HTHPR466,Quiz,2024-01-05 07:00:00
Jean Boyd,HTHPR466,Quiz,2024-02-06 03:00:00
Daniel Gibson,POPST611,Assignment,2024-05-05 12:00:00
Jeremy Reed,ENGEN614,Test,2024-05-27 20:00:00
Mr. James Lozano,ENGEN614,Quiz,2024-05-17 12:00:00
Emily Novak,ENGEN614,Quiz,2024-02-05 03:00:00
Lori Alvarez,PACIS925,Quiz,2024-01-25 17:00:00
Felicia Brown,DANCE611,Assignment,2024-02-25 16:00:00
Alexander Clark,DANCE611,Quiz,2024-05-09 01:00:00
Shannon Odonnell,LLTED690,Test,2024-05-10 10:00:00
Michele Flores,LLTED690,Test,2024-01-21 06:00:00
Robert Lane,LLTED690,Test,2024-04-17 04:00:00
Thomas Robinson,ECONS682,Quiz,2024-05-07 12:00:00
Dr. Kayla Finley,ENGMP867,Test,2024-03-12 13:00:00
Eric Figueroa,SCMGT951,Assignment,2024-01-07 21:00:00
Courtney Smith,SCMGT951,Assignment,2024-03-08 16:00:00
Lori Rose,SCMGT951,Assignment,2024-01-05 15:00:00
Kristina Morse,LLTED752,Assignment,2024-04-24 19:00:00
Ryan Le,LLTED752,Quiz,2024-03-30 16:00:00
Patrick Reeves,AQCUL243,Assignment,2024-03-02 20:00:00
Brandon Gibbs,AQCUL243,Assignment,2024-03-10 08:00:00
Sean Armstrong,AQCUL243,Assignment,2024-04-04 22:00:00
Colleen Mendez,ENGEE189,Assignment,2024-03-31 04:00:00
Preston Perry,ENGEE189,Quiz,2024-04-07 01:00:00
Kyle White,PACIS243,Quiz,2024-02-17 19:00:00
Aaron Ross,PACIS243,Assignment,2024-04-25 10:00:00
Bryan Duke,ANTHY179,Test,2024-01-31 12:00:00
Veronica Farley,EDUCA707,Test,2024-05-22 03:00:00
Dr. Dawn Johnson DDS,EDUCA707,Quiz,2024-01-16 03:00:00
Lucas Saunders,HRMGT271,Assignment,2024-03-17 01:00:00
Amber Leon,THSTS812,Assignment,2024-01-15 12:00:00
Anthony Reyes,PRMGT903,Test,2024-02-25 16:00:00
Raymond Rogers,PRMGT903,Quiz,2024-01-12 04:00:00
Bryan Foster,PRMGT903,Assignment,2024-02-23 12:00:00
Eric Evans,ENGEN179,Assignment,2024-01-09 05:00:00
Nichole Juarez,ENGEN179,Quiz,2024-03-19 21:00:00
Deanna Richardson,ENGEN179,Test,2024-01-02 12:00:00
David Shaw,CLIMT707,Quiz,2024-03-15 05:00:00
Ronald Castillo,CLIMT707,Assignment,2024-05-11 01:00:00
Trevor Ochoa,CLIMT707,Assignment,2024-02-04 06:00:00
Chelsea Rodriguez,TEPRO820,Test,2024-04-11 08:00:00
Katelyn Christensen,TEPRO820,Test,2024-02-18 05:00:00
Virginia Gray,AQCUL614,Test,2024-04-12 16:00:00
Peggy Eaton,ECONS812,Assignment,2024-04-05 21:00:00
John Hansen,ECONS812,Test,2024-04-16 17:00:00
Michael Spencer II,ECONS812,Quiz,2024-02-19 13:00:00
Stephanie Jackson,CMYHE867,Test,2024-01-12 16:00:00
Andrew Murphy,CMYHE867,Test,2024-02-21 22:00:00
Haley Vance,CHINE951,Test,2024-05-01 05:00:00
Margaret Morris,FPSYC669,Test,2024-03-27 02:00:00
Andrew Mathews,FPSYC669,Test,2024-05-03 13:00:00
Justin Bauer,FPSYC669,Quiz,2024-02-01 21:00:00
Melissa Long,CMYHE208,Test,2024-02-23 01:00:00
Jay Roberts Jr.,CMYHE208,Test,2024-03-15 15:00:00
Danielle Ware,CMYHE208,Test,2024-03-21 21:00:00
Claudia King,ARTSC752,Quiz,2024-02-17 03:00:00
Matthew Cole,ARTSC752,Quiz,2024-04-23 02:00:00
Kyle Everett,POLSC867,Assignment,2024-04-05 11:00:00
Ronald Garcia,HDEVP614,Quiz,2024-05-20 23:00:00
James Williams,HDEVP614,Assignment,2024-01-06 01:00:00
Tommy Barker,HDEVP614,Quiz,2024-03-09 06:00:00
Kyle Booker,STATS669,Test,2024-01-01 13:00:00
Deborah Davis,ECONS867,Test,2024-02-03 16:00:00
Peggy Stevens,ECONS867,Test,2024-04-29 15:00:00
Sean Riley,ECONS867,Test,2024-05-22 14:00:00
Charles Zavala,AQCUL903,Quiz,2024-02-24 02:00:00
Jamie Hood,PSYCH812,Assignment,2024-05-18 03:00:00
David Davis,PSYCH812,Assignment,2024-01-03 09:00:00
Christine Gillespie,CAAEN397,Quiz,2024-05-18 08:00:00
Kelly Hunt,CAAEN397,Quiz,2024-05-28 11:00:00
Summer Torres,ENGMP690,Quiz,2024-05-21 06:00:00
Kevin Franklin,SCIEN966,Test,2024-02-21 17:00:00
Heather Jacobson,SCIEN966,Quiz,2024-05-25 14:00:00
Gregory Dixon,LEGAL669,Quiz,2024-05-26 12:00:00
Latoya Johnson,PSYCH707,Test,2024-05-25 21:00:00
Mary Smith,PSYCH707,Quiz,2024-01-07 02:00:00
Sarah Vaughan,CLIMT806,Quiz,2024-02-21 01:00:00
Maria Villanueva,CLIMT806,Quiz,2024-04-08 20:00:00
Nancy Miller,INTLC611,Assignment,2024-04-28 01:00:00
Christina Wheeler,INTLC611,Quiz,2024-04-26 03:00:00
David Santos,INTLC611,Assignment,2024-03-07 18:00:00
Jacqueline Solomon,CMYHE179,Quiz,2024-04-29 11:00:00
Casey Pruitt,COUNS925,Test,2024-03-28 17:00:00
Deborah Mcdaniel,COUNS925,Quiz,2024-03-07 04:00:00
Ryan Wilson,COUNS925,Test,2024-05-06 15:00:00
Robert Allen,TEEDU903,Assignment,2024-04-04 16:00:00
Francisco Mitchell,JAPAN925,Assignment,2024-05-01 04:00:00
Jennifer Myers,WRITE669,Test,2024-04-29 06:00:00
Robert Wagner,WRITE669,Test,2024-05-10 04:00:00
Gabriel Hansen,WRITE669,Test,2024-04-26 21:00:00
Mark Reyes,HUMRI680,Assignment,2024-01-12 08:00:00
Mr. James Dean,MATHS690,Test,2024-01-29 07:00:00
Rebecca Perry,INMGT867,Quiz,2024-03-23 17:00:00
William Smith,ENGLI966,Quiz,2024-04-29 09:00:00
John Murray,ENGLI966,Quiz,2024-05-12 04:00:00
Patrick Cole,ENGLI966,Test,2024-02-08 09:00:00
Miss Chelsea Young,TEEDU611,Assignment,2024-04-23 04:00:00
Patricia Johnson,TEEDU611,Quiz,2024-03-06 22:00:00
Eddie Wells,TEEDU611,Quiz,2024-02-18 11:00:00
Jeffrey Sanders,TEPRO966,Test,2024-03-19 16:00:00
Molly Meadows,TEPRO951,Test,2024-03-16 20:00:00
Michael Mitchell,TEPRO951,Quiz,2024-02-25 06:00:00
Robert Bullock,TEPRO951,Test,2024-04-12 23:00:00
Michele Hart,IRSST752,Test,2024-05-15 17:00:00
Randy Malone,IRSST752,Quiz,2024-02-04 11:00:00
Dakota Green,SCIED254,Test,2024-03-22 01:00:00
Michael Villanueva,SCIED254,Test,2024-02-26 03:00:00
Mary Lopez,THMGT611,Assignment,2024-01-05 06:00:00
Jason Sanchez,THMGT611,Test,2024-05-24 06:00:00
Judy Burke,THMGT611,Test,2024-04-17 22:00:00
Mr. Michael Green,SCTED614,Assignment,2024-01-29 04:00:00
Amanda Escobar,SCTED614,Quiz,2024-02-07 21:00:00
Ronald Marquez,AQCUL537,Test,2024-04-10 07:00:00
David Williams,AQCUL537,Assignment,2024-05-23 15:00:00
Carol Grimes,THMGT189,Quiz,2024-05-12 08:00:00
Samantha Garrett,STATS198,Test,2024-02-03 10:00:00
Marvin Travis,STATS198,Test,2024-02-22 22:00:00
Tracy Gardner MD,EDUCA466,Quiz,2024-03-31 21:00:00
Ricky Payne DDS,EDUCA466,Assignment,2024-05-10 23:00:00
Philip Ward,DINST707,Test,2024-02-07 17:00:00
Nancy Boyd,ENSLA189,Quiz,2024-05-01 17:00:00
Christina Terrell,ENSLA189,Assignment,2024-03-19 18:00:00
Jason Trujillo,ENSLA189,Assignment,2024-01-20 20:00:00
Richard Weiss,MARIN243,Test,2024-03-20 03:00:00
Stephanie Watson MD,MARIN243,Quiz,2024-02-12 07:00:00
Daniel Miller,BIOEB466,Assignment,2024-02-27 00:00:00
Teresa George,BIOEB466,Test,2024-05-04 12:00:00
Linda Brown,BIOEB466,Test,2024-02-25 05:00:00
Keith Kent,INMGT690,Test,2024-03-29 06:00:00
Patricia Jones,INMGT690,Quiz,2024-01-20 13:00:00
Angela Johnson,INMGT690,Quiz,2024-03-26 11:00:00
Sheryl Espinoza,ENVED537,Test,2024-05-21 19:00:00
Kellie Mcconnell,ENVED537,Assignment,2024-04-26 18:00:00
Alec Orozco,ENGME466,Test,2024-02-06 04:00:00
Sharon Elliott,ENGME466,Test,2024-03-01 15:00:00
Gregory Kaufman,CRSCI690,Assignment,2024-04-28 17:00:00
April Allen,CRSCI690,Test,2024-05-01 10:00:00
Ryan Kaiser,CRSCI690,Test,2024-01-08 15:00:00
Brandon Hill,TEEDU243,Quiz,2024-01-09 10:00:00
Jason Wong,HTHAL707,Test,2024-05-13 14:00:00
Craig Ballard,HTHAL707,Test,2024-02-26 15:00:00
Lindsey Rivera,LINGS282,Quiz,2024-05-17 17:00:00
Angela Walker,BIOMO208,Assignment,2024-02-21 20:00:00
Stephanie Munoz,DINST951,Test,2024-03-13 18:00:00
Brittany Harris,DINST951,Test,2024-02-07 14:00:00
Eduardo Cameron,SCIED820,Quiz,2024-04-27 12:00:00
Jason Tucker,SCIED820,Test,2024-02-26 17:00:00
Diane Cox,AGBUS378,Assignment,2024-01-22 03:00:00
Debbie Villegas,HPSCI537,Test,2024-02-10 14:00:00
Joe Johnson,EXCOR812,Quiz,2024-02-14 03:00:00
Tammy Morris,EXCOR812,Quiz,2024-02-26 09:00:00
Jennifer Harris,EXCOR812,Quiz,2024-03-25 20:00:00
Mia Mason,CHINE282,Assignment,2024-03-26 23:00:00
Martin Rollins,ENGEE254,Assignment,2024-01-07 11:00:00
Matthew Lowe,ENGEE254,Assignment,2024-05-15 06:00:00
Sean Mcbride,ENGEE254,Quiz,2024-01-22 09:00:00
Richard Castillo,WGSTS903,Quiz,2024-04-16 11:00:00
Ryan Sullivan,WGSTS903,Quiz,2024-04-03 15:00:00
Kara Patrick DVM,POLSC690,Assignment,2024-05-17 12:00:00
Angel Price,POLSC690,Quiz,2024-05-15 02:00:00
Austin Oneill,POLSC690,Quiz,2024-05-08 00:00:00
Matthew Garcia,COMMS282,Quiz,2024-01-18 23:00:00
Adrian Mccullough,COMMS282,Test,2024-02-22 09:00:00
Julie Casey,ARTSC179,Quiz,2024-05-03 18:00:00
Wendy Rice,EVSOC925,Quiz,2024-02-10 07:00:00
Stephanie Ross,EVSOC925,Quiz,2024-03-27 00:00:00
Amanda Ramos,EVSOC925,Quiz,2024-04-02 20:00:00
Richard Acevedo,ENGCV397,Assignment,2024-05-15 19:00:00
Laura Cline,ENGCV397,Assignment,2024-03-30 19:00:00
Meghan Brown,GEOGY614,Test,2024-01-30 19:00:00
Daniel Henderson,GEOGY614,Assignment,2024-03-10 03:00:00
Amanda Simmons,GEOGY614,Quiz,2024-03-04 20:00:00
Amber Collins,SOCIO282,Test,2024-02-28 00:00:00
Michele Castillo,DLRNG614,Test,2024-03-18 01:00:00
Nicole Romero,DLRNG614,Test,2024-01-24 05:00:00
Austin Johnson,DLRNG614,Assignment,2024-01-06 02:00:00
Joseph Potter,MAORI397,Assignment,2024-05-02 15:00:00
Joseph Chan,MAORI397,Quiz,2024-01-03 22:00:00
Javier Smith,CHEMY682,Test,2024-01-19 15:00:00
Brittney Leonard,CHEMY682,Assignment,2024-01-24 11:00:00
Tim Lawson,KOREA707,Test,2024-05-11 12:00:00
Megan Malone,KOREA707,Quiz,2024-03-20 01:00:00
Linda Dixon,KOREA707,Test,2024-05-12 00:00:00
Jacqueline Crosby,PSYCH208,Test,2024-01-10 00:00:00
Joshua Richard,ENGMP682,Quiz,2024-01-29 13:00:00
Jacqueline Wright,ENGMP682,Quiz,2024-03-31 06:00:00
Natasha Duarte,ENGMP682,Test,2024-04-03 16:00:00
Bridget Peters,ACCTN806,Assignment,2024-05-26 07:00:00
Roger Doyle,ACCTN806,Assignment,2024-01-01 22:00:00
Joel Quinn,ENGCV867,Test,2024-04-16 22:00:00
Claudia Huang,ENGCV867,Test,2024-01-18 21:00:00
Courtney Johnson,ENGCV867,Test,2024-05-27 07:00:00
Kevin Patel,CHEMY820,Assignment,2024-01-14 20:00:00
Michael Calderon,PHYSC262,Assignment,2024-04-23 21:00:00
Jason Frank,ENGMP378,Quiz,2024-02-19 12:00:00
Kristen Villegas,ENGMP378,Assignment,2024-02-29 15:00:00
Justin Marshall,ENGMP378,Assignment,2024-05-23 17:00:00
Vincent Brown,SPNSH611,Assignment,2024-05-04 13:00:00
Kathleen Williamson,SPNSH611,Test,2024-02-07 11:00:00
Adriana Frye,SPNSH611,Test,2024-04-10 11:00:00
Karen Bean,HUMRI951,Quiz,2024-03-30 21:00:00
Matthew Khan,HUMRI951,Assignment,2024-03-07 14:00:00
Melissa Dougherty,IRSST271,Test,2024-04-19 04:00:00
Shaun Carroll,IRSST271,Test,2024-01-30 05:00:00
Joshua Cook,CHEMY466,Assignment,2024-01-19 16:00:00
Louis Rodriguez,CHEMY466,Test,2024-03-08 04:00:00
